Time,L,F,SD
26.4454536575192,1.17548918595789,7.43406686771993,1.81234583878621
28.5044417667943,1.17548996088652,7.29318033335225,1.75778703573924
30.7368540265692,1.1754895886027,7.32276033558287,1.75109585299186
33.1572975809264,1.175483076693,7.32335897403212,1.62334558867592
35.7816099023523,1.17546357717378,7.21916471960892,1.80205617665758
38.6269624196585,1.1754917746252,6.79473562760755,1.62434904342374
41.7119728742609,1.17548994676303,7.10987377741511,1.47106833004985
45.0568271399868,1.17548565554688,6.87602358544788,1.68742281743724
48.6834113035037,1.17547260026787,7.1369326472369,1.62019757044739
52.6154548695984,1.17549058989553,6.82510140873183,1.72812693031797
56.8786860283295,1.17548160724931,6.73106598002871,1.51498778718022
61.501,1.175484,6.77226746239039,1.38021823890719
